filename,filesize,modified,errors,md5,namespace,id,format,version,mime,basis,warning
IPCC_for_ESPPA_dark_archive/IPCC-Harvard/IPCC-Harvard/Repository/SREX/Reviews/SREX RE Reports/interim - Nov 2010/RE_FOD_Chp3.docx,12662,2015-09-10,zip: not a valid zip file,349f1b1f31ed80f3faa660da7144efea,pronom,fmt/189,Microsoft Office Open XML,2007 onwards,,byte match at [[0 51] [11935 4] [12640 4]],
IPCC_for_ESPPA_dark_archive/IPCC-Harvard/IPCC-Harvard/Repository/SREX/Reviews/SREX RE Reports/interim - Nov 2010/RE_FOD_Chp9_Moreno.docx,14279,2015-09-10,zip: not a valid zip file,f84f10188903485ed79756d9c44302bf,pronom,fmt/189,Microsoft Office Open XML,2007 onwards,,byte match at [[0 51] [13552 4] [14257 4]],
